Latitude,Longitude,RowID,IncidentNumber,ArrestNumber,Age,Sex,Race,ArrestDateTime,ArrestLocation,IncidentOffence,IncidentLocation,Charge_CJIS,ChargeDescription,District,Post,Neighborhood,GeoLocation,Shape,geometry,longitude,latitude,address_test,c_cjisid,c_chargeid,c_cjiscode,c_class,c_describe35,c_describe70,Detail,c_date_begin,c_date_end,c_article,c_section,c_subsec,c_paragraph,c_felony,c_jailable,c_phrqd,c_maxfine,c_timetype,c_timeamt,c_ruleno,c_description,c_notes,c_mod_date,c_new_date,describe_test,Charge
39.3314,-76.6995,317134,24B09250,24034046,24.0,Male,Black,2024-02-29 12:47:00+00:00,5000 BELLEVILLE AVE,Unknown Offense,5000 BELLEVILLE AVE,1 1106,HGV,Northwest,618,Howard Park,"(39.3314,-76.6995)",,POINT (-76.6995 39.3314),-76.6995,39.3314,True,8004.0,13821.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2003-10-01,2013-09-30,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"..did knowingly possess a regulated firearm  [after being/being]: ______ (select from list below:)
1.  convicted of a disqualifying crime to wit: _____(charge), a violation classified as a [felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2.  convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years.
3.  a fugitive from justice;
4.  a habitual drunkard;
5.  addicted to any controlled dangerous substance or is a habitual user;
6.  a sufferer of a mental disorder as defined in Section 10-101(f)(2) of the Health General Article and having a history of violent behavior against another person or self;
7.  confined for more than 30 consecutive days to a facility as defined in Section 10-101 of the Health General Article;
8.  is a respondent against whom a current non ex-parte civil protective order has been entered under Section 4-506 of the Family Law Article;
9.  is less than 30 years of age at the time of possession and has been adjudicated delinquent by a juvenile court for committing a crime that would be a disqualifying crime if committed by an adult.","NOTE: DO NOT use this charge if prior conviction is a crime of violence, a crime listed under CR 5-602-5-605, or a crime listed under CR 5-612-5-614.
NOTE:  If the person before you has a physician's certification that the person is capable of possessing a pistol or a revolver, without undue danger to the person or to others, you are to consult your Duty Judge/State's Attorney/Administrative Commissioner.

Note: Penalty - PS 5-143",2013-08-02,2003-10-08,True,Possess Etc. Firearm with Conviction
39.3314,-76.6995,317134,24B09250,24034046,24.0,Male,Black,2024-02-29 12:47:00+00:00,5000 BELLEVILLE AVE,Unknown Offense,5000 BELLEVILLE AVE,1 1106,HGV,Northwest,618,Howard Park,"(39.3314,-76.6995)",,POINT (-76.6995 39.3314),-76.6995,39.3314,True,9974.0,18570.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2013-10-01,2018-09-30,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"...did knowingly possess a regulated firearm  [after being/being/being a person]______ (select from list below:)
1.  convicted of a disqualifying crime to wit: _____(charge), a violation classified as a [felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2.  convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years.
3.  a fugitive from justice;
4.  a habitual drunkard;
5.  addicted to any controlled dangerous substance or is a habitual user;
6.  who suffers from a mental disorder as defined in HG 10-101(f)(2) and has a history of violent behavior against the person or another;
7.  who has been found incompetent to stand trial under CP 3-106;
8.  that has been found not criminally responsible under CP 3-110;
9.  that has been voluntarily admitted for more than 30 consecutive days to a facility as defined in HG 10-101;
10.  that has been involuntarily committed to a facility as defined in HG 10-101;
11.  who is under the protection of a guardian appointed by a court under ET 13-201(c) or ET 13-705, except for cases in which the appointment of a guardian is solely a result of a physical disability;
12. who is a respondent against whom a:
  i.   a current non ex parte civil protective order has been entered under 
       FL 4-506; or
  ii.  an order for protection, as defined in FL 4-508.1, has been issued 
       by a court of another state or a Native American tribe and in effect;
13.  if under the age of 30 years at the time of possession, has been adjudicated delinquent by a juvenile court for an act that would be a disqualifying crime if committed by an adult.","NOTE: ""convicted of a disqualifying crime"" does not include a PBJ for assault in the second degree, unless the crime was domestically related under CP 6-233.  See PS 5-101 for definitions.

NOTE: Penalty PS 5-143.

NOTE: DO NOT use this charge if prior conviction is a crime of violence under PS 5-101(c), a crime listed under CR 5-602 - CR 5-605, or a crime listed under CR 5-612 - CR 5-614.

NOTE: See PS 5-133.3 (b) for exception.",2018-08-28,2013-08-02,True,Possess Etc. Firearm with Conviction
39.3314,-76.6995,317134,24B09250,24034046,24.0,Male,Black,2024-02-29 12:47:00+00:00,5000 BELLEVILLE AVE,Unknown Offense,5000 BELLEVILLE AVE,1 1106,HGV,Northwest,618,Howard Park,"(39.3314,-76.6995)",,POINT (-76.6995 39.3314),-76.6995,39.3314,True,19671.0,20913.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2018-10-01,2023-09-30,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"...did knowingly possess a regulated firearm  [after being/being/being a person]______ (select from list below:)
1.  convicted of a disqualifying crime to wit: _____(charge), a violation classified as a [felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2.  convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years.
3.  a fugitive from justice;
4.  a habitual drunkard;
5.  addicted to any controlled dangerous substance or is a habitual user;
6.  who suffers from a mental disorder as defined in HG 10-101(f)(2) and has a history of violent behavior against the person or another;
7.  who has been found incompetent to stand trial under CP 3-106;
8.  that has been found not criminally responsible under CP 3-110;
9.  that has been voluntarily admitted for more than 30 consecutive days to a facility as defined in HG 10-101;
10.  that has been involuntarily committed to a facility as defined in HG 10-101;
11.  who is under the protection of a guardian appointed by a court under ET 13-201(c) or ET 13-705, except for cases in which the appointment of a guardian is solely a result of a physical disability;
12. who is a respondent against whom a:
  i.   a current non ex parte civil protective order has been entered under 
       FL 4-506; or
  ii.  an order for protection, as defined in FL 4-508.1, has been issued 
       by a court of another state or a Native American tribe and in effect;
13.  if under the age of 30 years at the time of possession, has been adjudicated delinquent by a juvenile court for an act that would be a disqualifying crime if committed by an adult.","NOTE: ""convicted of a disqualifying crime"" does not include a PBJ for assault in the second degree, unless the crime was domestically related under CP 6-233.  See PS 5-101 for definitions.

NOTE: Penalty PS 5-144.

NOTE: DO NOT use this charge if prior conviction is a crime of violence under PS 5-101(c), a crime listed under CR 5-602 - CR 5-605, or a crime listed under CR 5-612 - CR 5-614.

NOTE: See PS 5-133(e) and (f) for exceptions.",2023-08-15,2013-08-02,True,Possess Etc. Firearm with Conviction
39.3314,-76.6995,317134,24B09250,24034046,24.0,Male,Black,2024-02-29 12:47:00+00:00,5000 BELLEVILLE AVE,Unknown Offense,5000 BELLEVILLE AVE,1 1106,HGV,Northwest,618,Howard Park,"(39.3314,-76.6995)",,POINT (-76.6995 39.3314),-76.6995,39.3314,True,20232.0,21694.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2023-10-01,,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"...did knowingly possess a regulated firearm [after being/being/being a person] ____________ (select from list below.)
1.  convicted of a disqualifying crime to wit: _____ (charge), a violation classified as [a felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2. convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years;
3. on supervised probation(not pbj) after being convicted:
      (i) of a crime punishable by imprisonment for 1 year or more;
      (ii) for a violation of TA 21-902(b) or (c).
      (ii)  for violating a protective order un FL 4-509
      (iv)convicted on or after 10/1/2023 of a 2nd or subsequent violation of CR 4-104; or    
      (v)convicted on or after 10/1/2023 of a violation of CR 4-104 if the violation resulted in the use of a loaded firearm by a minor caused the death or serious bodily injury to the minor or another person.
4. a fugitive from justice;
5. a habitual drunkard;
6. addicted to any cds or is a habitual user;
7.  who suffers from a mental disorder as defined in HG 10-101(f)(2) and has a history of violent behavior against the person or another;
8. who has been found incompent to stand trial under CP 3-106;
9. that has been found not criminally responsible under CP 3-110
10. that has been voluntarily admitted for more than 30 consecutive days to a facility as defined in HG 10-101;
11. that has been involuntarily committed to a facility as defined in HG 10-101.
12. who is under the protection of a guardian appointed by a court under ET 13-201(c) or ET 13-705, except for cases in which the appointment of a guardian is solely a result of a physical disability.
13.  who is a respondent against whom a:
i.	a current non exparte civil protective order has been entered under FL 4-506; or
ii.	an order for protection, as defined in FL 4-508.1, has been issued by a court of another state or a Native American tribe and in effect;
14.  if under the age of 30 years at the time of possession, has been adjudicated delinquent by a juvenile court for an act that would be a disqualifying crime if committed by an adult.","NOTE: ""convicted of a disqualifying crime"" does not include a PBJ for assault in the second degree, unless the crime was domestically related under CP 6-233.  See PS 5-101 for definitions.

NOTE: Penalty PS 5-144.

NOTE: DO NOT use this charge if prior conviction is a crime of violence under PS 5-101(c), a crime listed under CR 5-602 - CR 5-605, or a crime listed under CR 5-612 - CR 5-614.

NOTE: See PS 5-133(e) and (f) for exceptions.",2023-08-16,2013-08-02,True,Possess Etc. Firearm with Conviction
39.2969,-76.6821,323924,24B06953,24028876,21.0,Male,Black,2024-02-22 06:00:00+00:00,3900 WOODRIDGE RD,Unknown Offense,3900 WOODRIDGE RD,1 1106,HGV,Southwest,812,Edmondson Village,"(39.2969,-76.6821)",,POINT (-76.6821 39.2969),-76.6821,39.2969,True,8004.0,13821.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2003-10-01,2013-09-30,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"..did knowingly possess a regulated firearm  [after being/being]: ______ (select from list below:)
1.  convicted of a disqualifying crime to wit: _____(charge), a violation classified as a [felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2.  convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years.
3.  a fugitive from justice;
4.  a habitual drunkard;
5.  addicted to any controlled dangerous substance or is a habitual user;
6.  a sufferer of a mental disorder as defined in Section 10-101(f)(2) of the Health General Article and having a history of violent behavior against another person or self;
7.  confined for more than 30 consecutive days to a facility as defined in Section 10-101 of the Health General Article;
8.  is a respondent against whom a current non ex-parte civil protective order has been entered under Section 4-506 of the Family Law Article;
9.  is less than 30 years of age at the time of possession and has been adjudicated delinquent by a juvenile court for committing a crime that would be a disqualifying crime if committed by an adult.","NOTE: DO NOT use this charge if prior conviction is a crime of violence, a crime listed under CR 5-602-5-605, or a crime listed under CR 5-612-5-614.
NOTE:  If the person before you has a physician's certification that the person is capable of possessing a pistol or a revolver, without undue danger to the person or to others, you are to consult your Duty Judge/State's Attorney/Administrative Commissioner.

Note: Penalty - PS 5-143",2013-08-02,2003-10-08,True,Possess Etc. Firearm with Conviction
39.2969,-76.6821,323924,24B06953,24028876,21.0,Male,Black,2024-02-22 06:00:00+00:00,3900 WOODRIDGE RD,Unknown Offense,3900 WOODRIDGE RD,1 1106,HGV,Southwest,812,Edmondson Village,"(39.2969,-76.6821)",,POINT (-76.6821 39.2969),-76.6821,39.2969,True,9974.0,18570.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2013-10-01,2018-09-30,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"...did knowingly possess a regulated firearm  [after being/being/being a person]______ (select from list below:)
1.  convicted of a disqualifying crime to wit: _____(charge), a violation classified as a [felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2.  convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years.
3.  a fugitive from justice;
4.  a habitual drunkard;
5.  addicted to any controlled dangerous substance or is a habitual user;
6.  who suffers from a mental disorder as defined in HG 10-101(f)(2) and has a history of violent behavior against the person or another;
7.  who has been found incompetent to stand trial under CP 3-106;
8.  that has been found not criminally responsible under CP 3-110;
9.  that has been voluntarily admitted for more than 30 consecutive days to a facility as defined in HG 10-101;
10.  that has been involuntarily committed to a facility as defined in HG 10-101;
11.  who is under the protection of a guardian appointed by a court under ET 13-201(c) or ET 13-705, except for cases in which the appointment of a guardian is solely a result of a physical disability;
12. who is a respondent against whom a:
  i.   a current non ex parte civil protective order has been entered under 
       FL 4-506; or
  ii.  an order for protection, as defined in FL 4-508.1, has been issued 
       by a court of another state or a Native American tribe and in effect;
13.  if under the age of 30 years at the time of possession, has been adjudicated delinquent by a juvenile court for an act that would be a disqualifying crime if committed by an adult.","NOTE: ""convicted of a disqualifying crime"" does not include a PBJ for assault in the second degree, unless the crime was domestically related under CP 6-233.  See PS 5-101 for definitions.

NOTE: Penalty PS 5-143.

NOTE: DO NOT use this charge if prior conviction is a crime of violence under PS 5-101(c), a crime listed under CR 5-602 - CR 5-605, or a crime listed under CR 5-612 - CR 5-614.

NOTE: See PS 5-133.3 (b) for exception.",2018-08-28,2013-08-02,True,Possess Etc. Firearm with Conviction
39.2969,-76.6821,323924,24B06953,24028876,21.0,Male,Black,2024-02-22 06:00:00+00:00,3900 WOODRIDGE RD,Unknown Offense,3900 WOODRIDGE RD,1 1106,HGV,Southwest,812,Edmondson Village,"(39.2969,-76.6821)",,POINT (-76.6821 39.2969),-76.6821,39.2969,True,19671.0,20913.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2018-10-01,2023-09-30,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"...did knowingly possess a regulated firearm  [after being/being/being a person]______ (select from list below:)
1.  convicted of a disqualifying crime to wit: _____(charge), a violation classified as a [felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2.  convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years.
3.  a fugitive from justice;
4.  a habitual drunkard;
5.  addicted to any controlled dangerous substance or is a habitual user;
6.  who suffers from a mental disorder as defined in HG 10-101(f)(2) and has a history of violent behavior against the person or another;
7.  who has been found incompetent to stand trial under CP 3-106;
8.  that has been found not criminally responsible under CP 3-110;
9.  that has been voluntarily admitted for more than 30 consecutive days to a facility as defined in HG 10-101;
10.  that has been involuntarily committed to a facility as defined in HG 10-101;
11.  who is under the protection of a guardian appointed by a court under ET 13-201(c) or ET 13-705, except for cases in which the appointment of a guardian is solely a result of a physical disability;
12. who is a respondent against whom a:
  i.   a current non ex parte civil protective order has been entered under 
       FL 4-506; or
  ii.  an order for protection, as defined in FL 4-508.1, has been issued 
       by a court of another state or a Native American tribe and in effect;
13.  if under the age of 30 years at the time of possession, has been adjudicated delinquent by a juvenile court for an act that would be a disqualifying crime if committed by an adult.","NOTE: ""convicted of a disqualifying crime"" does not include a PBJ for assault in the second degree, unless the crime was domestically related under CP 6-233.  See PS 5-101 for definitions.

NOTE: Penalty PS 5-144.

NOTE: DO NOT use this charge if prior conviction is a crime of violence under PS 5-101(c), a crime listed under CR 5-602 - CR 5-605, or a crime listed under CR 5-612 - CR 5-614.

NOTE: See PS 5-133(e) and (f) for exceptions.",2023-08-15,2013-08-02,True,Possess Etc. Firearm with Conviction
39.2969,-76.6821,323924,24B06953,24028876,21.0,Male,Black,2024-02-22 06:00:00+00:00,3900 WOODRIDGE RD,Unknown Offense,3900 WOODRIDGE RD,1 1106,HGV,Southwest,812,Edmondson Village,"(39.2969,-76.6821)",,POINT (-76.6821 39.2969),-76.6821,39.2969,True,20232.0,21694.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2023-10-01,,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"...did knowingly possess a regulated firearm [after being/being/being a person] ____________ (select from list below.)
1.  convicted of a disqualifying crime to wit: _____ (charge), a violation classified as [a felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2. convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years;
3. on supervised probation(not pbj) after being convicted:
      (i) of a crime punishable by imprisonment for 1 year or more;
      (ii) for a violation of TA 21-902(b) or (c).
      (ii)  for violating a protective order un FL 4-509
      (iv)convicted on or after 10/1/2023 of a 2nd or subsequent violation of CR 4-104; or    
      (v)convicted on or after 10/1/2023 of a violation of CR 4-104 if the violation resulted in the use of a loaded firearm by a minor caused the death or serious bodily injury to the minor or another person.
4. a fugitive from justice;
5. a habitual drunkard;
6. addicted to any cds or is a habitual user;
7.  who suffers from a mental disorder as defined in HG 10-101(f)(2) and has a history of violent behavior against the person or another;
8. who has been found incompent to stand trial under CP 3-106;
9. that has been found not criminally responsible under CP 3-110
10. that has been voluntarily admitted for more than 30 consecutive days to a facility as defined in HG 10-101;
11. that has been involuntarily committed to a facility as defined in HG 10-101.
12. who is under the protection of a guardian appointed by a court under ET 13-201(c) or ET 13-705, except for cases in which the appointment of a guardian is solely a result of a physical disability.
13.  who is a respondent against whom a:
i.	a current non exparte civil protective order has been entered under FL 4-506; or
ii.	an order for protection, as defined in FL 4-508.1, has been issued by a court of another state or a Native American tribe and in effect;
14.  if under the age of 30 years at the time of possession, has been adjudicated delinquent by a juvenile court for an act that would be a disqualifying crime if committed by an adult.","NOTE: ""convicted of a disqualifying crime"" does not include a PBJ for assault in the second degree, unless the crime was domestically related under CP 6-233.  See PS 5-101 for definitions.

NOTE: Penalty PS 5-144.

NOTE: DO NOT use this charge if prior conviction is a crime of violence under PS 5-101(c), a crime listed under CR 5-602 - CR 5-605, or a crime listed under CR 5-612 - CR 5-614.

NOTE: See PS 5-133(e) and (f) for exceptions.",2023-08-16,2013-08-02,True,Possess Etc. Firearm with Conviction
39.2828,-76.6312,328378,24B05811,24026712,25.0,Male,Black,2024-02-18 21:49:00+00:00,500 CALLENDAR ST,Unknown Offense,500 CALLENDAR ST,1 1106,HGV,Southern,922,Washington Village/Pigtown,"(39.2828,-76.6312)",,POINT (-76.6312 39.2828),-76.6312,39.2828,True,8004.0,13821.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2003-10-01,2013-09-30,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"..did knowingly possess a regulated firearm  [after being/being]: ______ (select from list below:)
1.  convicted of a disqualifying crime to wit: _____(charge), a violation classified as a [felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2.  convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years.
3.  a fugitive from justice;
4.  a habitual drunkard;
5.  addicted to any controlled dangerous substance or is a habitual user;
6.  a sufferer of a mental disorder as defined in Section 10-101(f)(2) of the Health General Article and having a history of violent behavior against another person or self;
7.  confined for more than 30 consecutive days to a facility as defined in Section 10-101 of the Health General Article;
8.  is a respondent against whom a current non ex-parte civil protective order has been entered under Section 4-506 of the Family Law Article;
9.  is less than 30 years of age at the time of possession and has been adjudicated delinquent by a juvenile court for committing a crime that would be a disqualifying crime if committed by an adult.","NOTE: DO NOT use this charge if prior conviction is a crime of violence, a crime listed under CR 5-602-5-605, or a crime listed under CR 5-612-5-614.
NOTE:  If the person before you has a physician's certification that the person is capable of possessing a pistol or a revolver, without undue danger to the person or to others, you are to consult your Duty Judge/State's Attorney/Administrative Commissioner.

Note: Penalty - PS 5-143",2013-08-02,2003-10-08,True,Possess Etc. Firearm with Conviction
39.2828,-76.6312,328378,24B05811,24026712,25.0,Male,Black,2024-02-18 21:49:00+00:00,500 CALLENDAR ST,Unknown Offense,500 CALLENDAR ST,1 1106,HGV,Southern,922,Washington Village/Pigtown,"(39.2828,-76.6312)",,POINT (-76.6312 39.2828),-76.6312,39.2828,True,9974.0,18570.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2013-10-01,2018-09-30,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"...did knowingly possess a regulated firearm  [after being/being/being a person]______ (select from list below:)
1.  convicted of a disqualifying crime to wit: _____(charge), a violation classified as a [felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2.  convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years.
3.  a fugitive from justice;
4.  a habitual drunkard;
5.  addicted to any controlled dangerous substance or is a habitual user;
6.  who suffers from a mental disorder as defined in HG 10-101(f)(2) and has a history of violent behavior against the person or another;
7.  who has been found incompetent to stand trial under CP 3-106;
8.  that has been found not criminally responsible under CP 3-110;
9.  that has been voluntarily admitted for more than 30 consecutive days to a facility as defined in HG 10-101;
10.  that has been involuntarily committed to a facility as defined in HG 10-101;
11.  who is under the protection of a guardian appointed by a court under ET 13-201(c) or ET 13-705, except for cases in which the appointment of a guardian is solely a result of a physical disability;
12. who is a respondent against whom a:
  i.   a current non ex parte civil protective order has been entered under 
       FL 4-506; or
  ii.  an order for protection, as defined in FL 4-508.1, has been issued 
       by a court of another state or a Native American tribe and in effect;
13.  if under the age of 30 years at the time of possession, has been adjudicated delinquent by a juvenile court for an act that would be a disqualifying crime if committed by an adult.","NOTE: ""convicted of a disqualifying crime"" does not include a PBJ for assault in the second degree, unless the crime was domestically related under CP 6-233.  See PS 5-101 for definitions.

NOTE: Penalty PS 5-143.

NOTE: DO NOT use this charge if prior conviction is a crime of violence under PS 5-101(c), a crime listed under CR 5-602 - CR 5-605, or a crime listed under CR 5-612 - CR 5-614.

NOTE: See PS 5-133.3 (b) for exception.",2018-08-28,2013-08-02,True,Possess Etc. Firearm with Conviction
39.2828,-76.6312,328378,24B05811,24026712,25.0,Male,Black,2024-02-18 21:49:00+00:00,500 CALLENDAR ST,Unknown Offense,500 CALLENDAR ST,1 1106,HGV,Southern,922,Washington Village/Pigtown,"(39.2828,-76.6312)",,POINT (-76.6312 39.2828),-76.6312,39.2828,True,19671.0,20913.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2018-10-01,2023-09-30,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"...did knowingly possess a regulated firearm  [after being/being/being a person]______ (select from list below:)
1.  convicted of a disqualifying crime to wit: _____(charge), a violation classified as a [felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2.  convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years.
3.  a fugitive from justice;
4.  a habitual drunkard;
5.  addicted to any controlled dangerous substance or is a habitual user;
6.  who suffers from a mental disorder as defined in HG 10-101(f)(2) and has a history of violent behavior against the person or another;
7.  who has been found incompetent to stand trial under CP 3-106;
8.  that has been found not criminally responsible under CP 3-110;
9.  that has been voluntarily admitted for more than 30 consecutive days to a facility as defined in HG 10-101;
10.  that has been involuntarily committed to a facility as defined in HG 10-101;
11.  who is under the protection of a guardian appointed by a court under ET 13-201(c) or ET 13-705, except for cases in which the appointment of a guardian is solely a result of a physical disability;
12. who is a respondent against whom a:
  i.   a current non ex parte civil protective order has been entered under 
       FL 4-506; or
  ii.  an order for protection, as defined in FL 4-508.1, has been issued 
       by a court of another state or a Native American tribe and in effect;
13.  if under the age of 30 years at the time of possession, has been adjudicated delinquent by a juvenile court for an act that would be a disqualifying crime if committed by an adult.","NOTE: ""convicted of a disqualifying crime"" does not include a PBJ for assault in the second degree, unless the crime was domestically related under CP 6-233.  See PS 5-101 for definitions.

NOTE: Penalty PS 5-144.

NOTE: DO NOT use this charge if prior conviction is a crime of violence under PS 5-101(c), a crime listed under CR 5-602 - CR 5-605, or a crime listed under CR 5-612 - CR 5-614.

NOTE: See PS 5-133(e) and (f) for exceptions.",2023-08-15,2013-08-02,True,Possess Etc. Firearm with Conviction
39.2828,-76.6312,328378,24B05811,24026712,25.0,Male,Black,2024-02-18 21:49:00+00:00,500 CALLENDAR ST,Unknown Offense,500 CALLENDAR ST,1 1106,HGV,Southern,922,Washington Village/Pigtown,"(39.2828,-76.6312)",,POINT (-76.6312 39.2828),-76.6312,39.2828,True,20232.0,21694.0,11106.0,,REG FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,REGULATED FIREARM:ILLEGAL POSSESSION,2023-10-01,,PS,5,133,(b),N,Y,N,10000.0,Y,5.0,,"...did knowingly possess a regulated firearm [after being/being/being a person] ____________ (select from list below.)
1.  convicted of a disqualifying crime to wit: _____ (charge), a violation classified as [a felony in the state/a misdemeanor in the state that carries a statutory penalty of more than 2 years];
2. convicted of a violation classified as a common law crime and received a term of imprisonment of more than 2 years;
3. on supervised probation(not pbj) after being convicted:
      (i) of a crime punishable by imprisonment for 1 year or more;
      (ii) for a violation of TA 21-902(b) or (c).
      (ii)  for violating a protective order un FL 4-509
      (iv)convicted on or after 10/1/2023 of a 2nd or subsequent violation of CR 4-104; or    
      (v)convicted on or after 10/1/2023 of a violation of CR 4-104 if the violation resulted in the use of a loaded firearm by a minor caused the death or serious bodily injury to the minor or another person.
4. a fugitive from justice;
5. a habitual drunkard;
6. addicted to any cds or is a habitual user;
7.  who suffers from a mental disorder as defined in HG 10-101(f)(2) and has a history of violent behavior against the person or another;
8. who has been found incompent to stand trial under CP 3-106;
9. that has been found not criminally responsible under CP 3-110
10. that has been voluntarily admitted for more than 30 consecutive days to a facility as defined in HG 10-101;
11. that has been involuntarily committed to a facility as defined in HG 10-101.
12. who is under the protection of a guardian appointed by a court under ET 13-201(c) or ET 13-705, except for cases in which the appointment of a guardian is solely a result of a physical disability.
13.  who is a respondent against whom a:
i.	a current non exparte civil protective order has been entered under FL 4-506; or
ii.	an order for protection, as defined in FL 4-508.1, has been issued by a court of another state or a Native American tribe and in effect;
14.  if under the age of 30 years at the time of possession, has been adjudicated delinquent by a juvenile court for an act that would be a disqualifying crime if committed by an adult.","NOTE: ""convicted of a disqualifying crime"" does not include a PBJ for assault in the second degree, unless the crime was domestically related under CP 6-233.  See PS 5-101 for definitions.

NOTE: Penalty PS 5-144.

NOTE: DO NOT use this charge if prior conviction is a crime of violence under PS 5-101(c), a crime listed under CR 5-602 - CR 5-605, or a crime listed under CR 5-612 - CR 5-614.

NOTE: See PS 5-133(e) and (f) for exceptions.",2023-08-16,2013-08-02,True,Possess Etc. Firearm with Conviction
